KEY,de-DE
honestly?icantsay*perhapswellfindthearmoryfullofbattlemechsthatdr*muradalludedto^orafunctional[[dm*basedescriptiondefs[lorememorycore]^memorycorefullofstarleagueerasecretsandtechnology*ormaybewellfindnothingatall*newlinenewlineonethingicantellyouforcertain:thereisntagovernmentintheperipheryortheinnersphere^forthatmatterthatwouldntstripartrubaretoclaimcastlenautilus*itsadamnedluckythingweregettingtherefirst*,Ganz ehrlich? Ich weiß es nicht. Vielleicht finden wir die Rüstkammer voller BattleMechs die Dr. Murad erwähnt hat oder einen funktionierenden [[DM.BaseDescriptionDefs[LoreMemoryCore]Kernspeicher]] voller Geheimnisse und Technologien aus Zeiten des Sternenbunds. Vielleicht finden wir auch gar nichts.\n\nEins weiß ich aber mit Sicherheit: Es gibt in der Peripherie - oder der Inneren Sphäre - keine Regierung die Artru für die Eroberung von Festung Nautilus nicht auseinandernehmen würde. Wir haben verdammtes Glück als Erste dort anzukommen.
honestly?idid^too*youshouldveseenwhattheargosinteriorlookedlikeafteracouplehundredyearsofpirateoccupation*newlinenewlineactually^itakethatback*ifyoudseenwhatisaw^youwouldneverhavewantedtosetfootinside*takeitfromme:theshiphasbeendelousedfrombowtostern^andeverymeterofherhasbeenhoseddownwithindustrial-gradedisinfectant*thisshipiscleanenoughtoeatoffof^iswearit*,Um ehrlich zu sein das dachte ich auch. Sie hätten mal sehen sollen wie die <i>Argo</i> innen aussah nachdem die Piraten jahrhundertelang darin gehaust hatten.\n\nHm ich nehm's zurück. Wenn Sie gesehen hätten was ich gesehen habe hätten Sie niemals einen Fuß dort reinsetzen wollen. Bitte glauben Sie mir: Das Schiff wurde von Bug bis Heck entlaust und sämtliche Oberflächen wurden mit industrieller Desinfektionslösung behandelt. Das Schiff ist sauber genug um vom Fußboden essen zu können das schwöre ich.
honestly^{commander*firstname}?idontknow*andthatsahellofaluxuryforamanlikeme*newlinenewlineforthefirsttimesinceespinosascoup^wearefreeandclearofourdebts^ofhostilegovernments^oftheneedtoplanahead*wecouldtakethewholecompanytoherotitusforamonthofshoreleave^andwedprobablybeokay*,Darf ich ehrlich sein {COMMANDER.FirstName}? Ich weiß es nicht. Und für jemanden wie mich ist das ein verdammter Luxus.\n\nZum ersten Mal seit Espinosas Staatsstreich sind wir frei und unbeschwert ... keine Schulden keine uns feindlich gesonnenen Regierungen kein <i>Zwang Pläne zu schmieden</i>. Wir könnten der ganzen Einheit einen Monat lang Urlaub auf Herotitus geben und hätten wohl keine Einbußen.
honestly^boss?whereveryouwanttotakeusandthatsthetruth*newlinenewlinenoble-bornornot^youreahellofagoodmercenarycommander*idfollowyoujustaboutanywhere^whichisconvenient^becauseicandoitwithoutleavingmybunk*,Um ehrlich zu sein Boss wo auch immer Sie uns hinbringen möchten ... das ist die Wahrheit.\n\nOb adlig oder nicht Sie sind ein verdammt guter Söldner-Commander. Ich würde Ihnen überallhin folgen und das ist ziemlich praktisch für mich weil ich dazu nicht mal meine Koje verlassen muss.
honestly^iwashalfexpectingtheofficialliaoresponsetocomeintheformofahandfulofantishipmissiles*newlinenewlineallthingsconsidered^thislittlechatwasapleasantsurprise*,Um ehrlich zu sein hatte ich beinahe erwartet dass Haus Liao uns mit einer Salve Schiffsabwehrraketen antworten würde.\n\nAlles in allem hat sich diese kleine Unterhaltung als angenehme Überraschung herausgestellt.
hongkong,Hongkong
honored,VEREHRT
honoredfriend!youractsinservicetohousedavionhavenotbeenforgotten*inlightofthis^wepresentyouwiththischoicecontract*,Verehrter Commander! Ihre Dienste für Haus Davion sind nicht in Vergessenheit geraten. Daher möchten wir Ihnen diesen auserlesenen Vertrag anbieten.
honormightbenonsense^butitsimportantnonsenseinthedraconiscombine*,Ehre mag vielleicht Schwachsinn sein aber im Draconis-Kombinat ist sie <i>bedeutender</i> Schwachsinn.
honorthedragon*housekuritahasdominatedthedraconiscombinesinceitsfoundingin2319byshirokurita^whoimbuedthestatewithitsstrongjapaneseculture*personalhonorandaself-relianceborderingonxenophobiaarehallmarksofkuritanpolicy*embracingthewayofthewarrior^thedraconiscombinehashadalonghistoryofantagonismwithandaggressionagainstitsneighbors*,EHRE DEM DRACHEN."" Haus Kurita hat das Draconis-Kombinat seit dessen Gründung durch Shiro Kurita im Jahre 2319 dominiert und mit seiner japanischen Kultur starken Einfluss auf das Staatswesen gehabt. Persönliche Ehre und Eigenständigkeit bis hin zur Fremdenfeindlichkeit sind die Kennzeichen der Politik von Haus Kurita. Da das Draconis-Kombinat schon immer den Weg des Kriegers propagiert hat gibt es eine lange Tradition von Feindschaft und Aggression gegen seine Nachbarn.
hopefully*shemeanteverywordshesaid*yourerighttoraisethequestion^thoughespinosaspropagandamachinewilldoeverythinginitspowertotarnishouraccomplishmentsanddragusthroughthedirt*newlinenewlineicanimaginetheheadlinesnow*policeandcivilservantscutdownbyweaponsofwar!dangerousconvictssetloosebyatraitor^endangeringnoblesandcommonersalike!adangerousnarrative^andonethatwellhavetocounterateveryturn*,Hoffentlich. Sie meinte jedes Wort ernst. Aber gut dass Sie fragen ... Espinosas Propagandamaschinerie wird alles in ihrer Macht Stehende tun um unsere Errungenschaften schlechtzumachen und uns durch den Schmutz zu ziehen.\n\nIch sehe die Schlagzeilen schon vor mir. <i>""Polizei und Staatsbeamte mit Kriegswaffen getötet! Verräterin befreit gefährliche Häftlinge - Adlige und Bürger in Gefahr!""</i> Eine bedrohliche Argumentation gegen die wir ständig kämpfen müssen.
hopefullydr*muradwilldefythatparticularstereotypewellfindoutonewayoranothersoonenough*newlinenewlinegoodhunting^{commander*firstname}*illbekeepinganeyeonyoufromuphere*,Hoffentlich entspricht Dr. Murad nicht diesem Klischeebild ... wir werden es noch früh genug erfahren.\n\nGute Jagd {COMMANDER.FirstName}. Ich werde von hier oben auf Sie aufpassen.
horsham,Horsham
horvat,Horvat
horvatsgoingtostacktheoddsagainstus^justlikeagentjonessaid*ifweregoingtodothis^ourmechwarriorswillhavetobeready*,Horvat wird es uns schwer machen genau wie Agentin Jones gesagt hat. Wenn wir das durchziehen wollen müssen unsere MechKrieger bereit sein.
hospitalbay,Krankendeck
host,HOST
hostagameorselectlobbytojoin,Hoste ein Spiel oder tritt einer Lobby bei
hostagerescue,Geiselbefreiung
hostamassviewinginthemess*,Organisiere eine Vorstellung für alle in der Messe.
hostgame,Spiel hosten
hosthasleftthegame,Host hat das Spiel verlassen
hostile{team_tar*factiondef*demonym}forceshavebeenmakingincreasinglyboldincursionstowardoneofourprocessingfacilitieson{tgt_system*name}*thisfacilityrepresentsasubstantialcashinvestmentfor{team_emp*factiondef*shortname}^anditsdestructionwouldbebothpoliticallyandfinanciallydisastrous*weneedacapablemercenarycompanytodefendthesite*paymentwillberemittedupontherepulsionofallhostile{team_tar*factiondef*demonym}units*,Feindliche Streitkräfte {TEAM_TAR.FactionDef.Demonym} haben einen äußerst forschen Angriff auf eine unserer Verarbeitungsanlagen auf {TGT_SYSTEM.name} gestartet. Diese Anlage stellt für {TEAM_EMP.FactionDef.ShortName} ein hohes finanzielles Investment dar und ihre Zerstörung wäre eine politische und monetäre Katastrophe. Wir benötigen die Hilfe einer fähigen Söldnereinheit um den Standort zu schützen. Sie erhalten die Bezahlung nach Abwehr aller Einheiten {TEAM_TAR.FactionDef.Demonym}.
hostileacquisition,Feindliche Übernahme
hostileacquisitions,Feindliche Übernahmen
hostiledroppods,Feindliche Landungskapseln
hostiledroppodzone,Feindliche Landungskapselzone
hostiledropzone,Feindliche Landungszone
hostileinsertion,Feindliche Landung
hostilemercenaries,Feindselige Söldner
hostilemercs,Feindselige Söldner
hostilerenforcementsarrive,Feindliche Verstärkung eingetroffen
hostilesdown!forthemoment^theaoisclear*newlinenewlinecantimagineitllstaythatwayforlong^though*moderbjörn^doyoustillhaveeyesontheblackwidow?,Gegner eliminiert! Das Missionsgebiet ist fürs Erste sicher.\n\nDas wird aber wohl nicht lange so bleiben. Moderbjörn haben Sie Black Widow noch im Blick?
hostilesincomingthroughasidecanyon!looksliketheyhadtobacktrackfrompassalphatheyrelookingprettychewedup*,Gegner kommen durch eine Nebenschlucht! Sie mussten wohl den ganzen Weg von Pass Alpha zurückgehen ... sehen ziemlich mitgenommen aus.
hostilesincomingthroughasidecanyon!looksliketheyhadtobacktrackfromtunnelalphatheyrelookingprettychewedup*,Gegner kommen durch eine Nebenschlucht! Sie mussten wohl den ganzen Weg von Tunnel Alpha zurückgehen ... sehen ziemlich mitgenommen aus.
hostilesincomingthroughpassalpha!takethemout!,Feindliche Einheiten nähern sich über Pass Alpha! Schalten Sie sie aus!
hostilesincomingthroughtunnelalpha!takethemout!newline,Feindliche Einheiten nähern sich durch Tunnel Alpha! Schalten Sie sie aus!\n
hostilesincomingthroughtunnelalpha!takethemout!rnewline,Feindliche Einheiten nähern sich durch Tunnel Alpha! Schalten Sie sie aus!\r\n
hostilesonthemainapproach^commander*,Feinde auf dem primären Zugangsweg im Anmarsch Commander.
hostileterritory,Feindliches Gebiet
hostiletoall:,Allen feindlich gesinnt:
hostiletoallleader,Allen feindlich gesinnter Anführer
hostiletoallsecondary,Hostile to All Secondary
hostileunitsinbound,Feindliche Einheiten im Anmarsch
hostonelastpublicgame*,Veranstalte ein letztes öffentliches Spiel.
hostplayername%,Name des Host-Spielers%
hotlanding,Umkämpfte Landezone
hotpursuit,Verfolgung
hottempers,Erhitzte Gemüter
hotterthanearth^thisworldfeaturesthickforestsandvastdeserts*,Auf dieser Welt ist es heißer als auf der Erde und es gibt dichte Wälder und ausgedehnte Wüsten.
hourglass,Sanduhr
hourglassii,Sanduhr II
house,Haus
housearano,Haus Arano
housecalderon,Haus Calderon
housecalderonisthedynasticrulinghouseoftaurus^thetaurianhomeworlds^andthetaurianconcordat*thelineisdescendedfromsamanthacalderon^whofoundedthefirstcolonyontaurusin2253*membersofhousecalderonareconsideredfair^egalitarian^andpragmaticintheirdecisions*,Haus Calderon ist die herrschende Dynastie von Taurus den taurianischen Heimatwelten und dem Taurus-Konkordat. Die Linie stammt von Samantha Calderon ab der Gründerin der ersten Kolonie auf Taurus im Jahre 2253. Die Mitglieder von Haus Calderon gelten als fair egalitär und pragmatisch in Bezug auf ihre Entscheidungen.
housecalderonwouldonceagainliketocalluponyou^ourfaithfuljanissary^readytowagewarinournamewhereverweask*oncemoreweaskyoutojointhefrayonourbehalfandasalways^wevalueyourloyalty*,Haus Calderon möchte wieder Ihre treuen Janitscharendienste in Anspruch nehmen da Sie stets bereit sind in unserem Namen Krieg zu führen. Einmal mehr bitten wir Sie darum für uns in die Schlacht zu ziehen - und wie immer wissen wir Ihre Loyalität zu schätzen.
housecentrella,Haus Centrella
housecentrellaistherulingdynastyofthemagistracyofcanopus*captainkossandracentrellaofthefreeworldsleaguemilitaryfoundedthemagistracyin2530whenshebecamedisillusionedwithhersuperiorsandthepatriarchalstructuresoftheinnersphere*thefamilyenjoysimmensepopularityamongcanopiancitizens*,Haus Centrella ist die herrschende Dynastie des Magistrats Canopus. Captain Kossandra Centrella aus dem Militär der Liga Freier Welten gründete das Magistrat im Jahre 2530 nachdem sie von ihren Vorgesetzten enttäuscht worden war und den patriarchischen Strukturen der Inneren Sphäre abgeschworen hatte. Die Familie genießt bei der canopischen Bevölkerung große Beliebtheit.
housedavion,Haus Davion
housedavionrequestsyourassistanceinthetransportationandcustodialexchangeofahigh-profileprisoner*paymentwillberemittedwhentheassetisinourhands*,Haus Davion benötigt Ihre Unterstützung beim Transport und Austausch eines wichtigen Gefangenen. Sie erhalten Ihre Bezahlung sobald sich der Gefangene in unserem Gewahrsam befindet.
housedavionrequiresmercenariesofskill^commander^andyoufitthebillnicely*withluck^wewillbothprofitfromthisarrangement*,Haus Davion benötigt talentierte Söldner Commander und Sie erfüllen alle Voraussetzungen. Mit etwas Glück werden wir alle von diesem Abkommen profitieren.
housedavionseeksyourassistanceinasensitivematterrelatedtothesecurityofournationalborders*expectashortdeploymentwithexceptionalsalvageopportunities*,Haus Davion benötigt Ihre Unterstützung bei einer delikaten Angelegenheit die die Sicherheit unserer Grenzen betrifft. Sie können mit einem kurzen Einsatz rechnen bei dem sich eine Menge Gelegenheiten zum Schrottsammeln ergeben werden.
housedecimis,Haus Decimis
houseespinosa,Haus Espinosa
housegallas,Haus Gallas
househumphreys,Haus Humphreys
housekarosas,Haus Karosas
housekhulan,Haus Khulan
housekurita,Haus Kurita
housekuritahiredyoutokillyoshitookada*onmyhonor^youwillreceivenothinguntilheisdead*newlinenewlineattendtoyourtask^orleavethissystemindisgraceitmakeslittledifferencetome*the[[dm*basedescriptiondefs[loregaledonregulars]^galedonregularsstandreadytosucceedwhereyouhavefailed*,Haus Kurita hat Sie angeheuert um Yoshito Okada zu töten. Sie werden <i>nichts</i> erhalten solange er nicht tot ist darauf gebe ich Ihnen mein Wort.\n\nKümmern Sie sich um Ihre Aufgabe oder verlassen Sie dieses System in Schmach und Schande - mir ist es einerlei. Die [[DM.BaseDescriptionDefs[LoreGaledonRegulars]Galedon Regulars]] sind bereit dort zu triumphieren wo Sie versagt haben.
housekuritarespectsyourmartialprowess^mercenary*aidus^andwewillensureyouarewellpaidforyourefforts*,Haus Kurita schätzt Ihr militärisches Können. Helfen Sie uns und wir sichern Ihnen im Gegenzug eine angemessene Bezahlung zu.
houseliao,Haus Liao
houseliaohasalwaysbelievedinonething^commander:victoryatanycost*itseemsyoualsounderstandthisvitallesson*wearepleasedyouveperformedsowell*,Haus Liao hatte schon immer eine Maxime Commander: Sieg um jeden Preis. Auch Sie scheinen diese wichtige Lektion verstanden zu haben. Wir freuen uns dass Sie sich so gut geschlagen haben.
houseliaorequiresyourassistanceinthedismantlingofaprominentcrimesyndicate*workinginconcertwithcapellangroundforces^youwillcapturetheopforspersonnelandseizetheirfinancialassets*,Haus Liao benötigt Ihre Unterstützung bei der Vernichtung eines bekannten Verbrechersyndikats. Zusammen mit den capellanischen Bodenstreitkräften werden Sie das Personal des Feindes gefangen nehmen und seine finanziellen Mittel beschlagnahmen.
houseliaosoccupationforceismovingonourmechbayinforce^commander*iknowthatyouvehadnotimetorefitorrepairyourbattlemechs^butimgoingtoneedyourassistanceallthesame*inlightofthis^iveauthorizedthedeploymentofasteinerassettheveryrareandpreciousbattlemechthatyoujustdeliveredtothissitetoassistyou^withoneofmyownmechwarriorstopilotit*,Die Besatzungsstreitmacht von Haus Liao hat eine Menge Mechs zu unserem Mech-Hangar geschickt Commander. Ich weiß dass Sie Ihre BattleMechs nicht umrüsten oder reparieren konnten aber ich brauche dennoch Ihre Hilfe. Zu diesem Zweck gestatte ich Ihnen die Nutzung eines äußerst seltenen und kostbaren Steiner-BattleMechs den Sie gerade abgeliefert haben. Und einer unserer MechKrieger wird ihn steuern.
housemadeira,Haus Madeira
housemarik,Haus Marik
housemarikishittingusahellofalotharderthanwerehittingthem*impullingusoutofthisweredone*,Haus Marik fügt uns deutlich höhere Verluste zu als wir ihnen. Ich breche die Mission ab. Wir sind hier fertig.
housemarikrequestsyourassistanceinremovinganunwelcomesteinerpresencefromitsterritory*bringalightlanceandyourbestpilots;inthisdeployment^speedwillbeoftheessence*,Haus Marik erbittet Ihre Unterstützung dabei unerwünschte Einheiten von Haus Steiner aus seinem Hoheitsgebiet zu entfernen. Bringen Sie eine leichte Lanze und Ihre besten Piloten. Bei diesem Einsatz wird Geschwindigkeit ausschlaggebend sein.
housenakano,Haus Nakano
housenakanoisaminornoblefamilyinthedraconiscombine^butitsalwaysbeenhighlyregardedbecauseofitssenseofhonor*,Haus Nakano ist eine kleinere Adelsfamilie im Draconis-Kombinat doch aufgrund ihres Ehrgefühls genießt sie hohes Ansehen.
housenakanoisgladyouveansweredourcall*wehavefewotheroptions*,Haus Nakano freut sich dass Sie unserem Ruf gefolgt sind. Viele Optionen haben wir nicht.
housenakanomatriarch,Matriarchin von Haus Nakano
housenakanos,von Haus Nakano
houseparata,Haus Parata
housepicklestomp,Haus Picklestomp
housesteiner,Haus Steiner
housesteinerhasconstructedamilitarystrongholdwithinourterritorialboundaries*wehaveartilleryinplacetodestroyit^butweneedyoutoplacetargetingbeaconsinkeylocationsbeforewecanpullthetrigger*whileyouwork^amercenarylancefromgwydioncompanywillkeepanysteinerreinforcementsoffyourbacks*,Haus Steiner hat eine Militärbasis innerhalb unseres Gebiets errichtet. Wir haben die Artillerie in Position gebracht um sie zu zerstören aber wir müssen zuerst Sender an Schlüsselpositionen aufstellen um das Ziel zu erfassen und feuern zu können. Während Sie sich darum kümmern wird eine andere Söldnerlanze von der Gwydion Company dafür sorgen dass Ihnen keine Steiner-Verstärkungen in den Rücken fallen.
housesteinerhasnoplaceforcowardsorfailures^commander*ensureyourfutureeffortsaremorerobust^orthelyrancommonwealthwillbenofriendtoyou*,Bei Haus Steiner gibt es keinen Platz für Feiglinge oder Versager Commander. Strengen Sie sich das nächste Mal lieber mehr an sonst sehe ich für Ihre Zukunft im Lyranischen Commonwealth schwarz.
housesteinerhasplacedacapellancityundermilitaryblockade*withyourassistance^iintendtobreakthelyransiege*,Haus Steiner hat eine militärische Blockade um eine capellanische Stadt errichtet. Ich erhoffe mir die Belagerung der Lyraner mit Ihrer Hilfe durchbrechen zu können.
housesteinerisntevensupposedtohaveapresenceinthissystem^sobecareful*whenthecapellanspickyouupontheirsensors^iimaginethatallhellisgonnabreakloose*,Haus Steiner sollte nicht einmal in diesem System vertreten sein also seien Sie vorsichtig. Wenn die Capellaner Sie auf ihren Sensoren erfassen dann wird's da unten vermutlich ziemlich schnell ziemlich heiß.
housesteinerrequiresyourassistanceinleadingadavion-steinerconvoyacrossabroadswatheofhostileterrain*paymentwillberemitteduponthesafedeliveryoftheconvoyspayload*,Haus Steiner benötigt Ihre Unterstützung dabei einen Davion-Steiner-Konvoi durch feindliches Gebiet zu eskortieren. Sie erhalten Ihre Bezahlung sobald die Ladung des Konvois sicher angekommen ist.
